"trial_id","pgroup","trialtype","node3","n","prop","ig","baseline","ns_kappa_full","ns_product_full","ns_average_full","ns_necessity_full","ns_sufficiency_full","ns_kappa_noAct","ns_product_noAct","ns_average_noAct","ns_necessity_noAct","ns_sufficiency_noAct","Actual_ns","A","B","E","Include","Observed","Known"
"3_d6","3","d6","Au=1",1,0.0120481927710843,0.36,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.7,0,0.5,0,1,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_d6","3","d6","B=0",2,0.0240963855421687,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,TRUE,1,1,0,FALSE,TRUE,TRUE
"3_d6","3","d6","B=1",7,0.0843373493975904,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0,0,0,0,0,FALSE,1,1,0,TRUE,TRUE,FALSE
"3_d6","3","d6","Bu=0",40,0.481927710843373,0.5,0.125,1,1,1,1,1,1,1,1,1,1,TRUE,1,1,0,TRUE,FALSE,TRUE
"3_d6","3","d6","Bu=1",4,0.0481927710843374,0.5,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.5,0,0.5,0,1,FALSE,1,1,0,TRUE,FALSE,FALSE
"3_d7","3","d7","A=0",1,0.0133333333333333,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_d7","3","d7","A=1",22,0.293333333333333,0,0.125,0.452941176470588,0.339100346020761,0.61764705882353,0.411764705882353,0.823529411764706,0.452941176470588,0.339100346020761,0.61764705882353,0.411764705882353,0.823529411764706,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_d7","3","d7","Au=0",0,0,0.079,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.123529411764706,0,0.205882352941176,0,0.411764705882353,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","Au=1",20,0.266666666666667,0.129,0.125,0.823529411764706,0.411764705882353,0.705882352941176,0.411764705882353,1,0.823529411764706,0.411764705882353,0.705882352941176,0.411764705882353,1,TRUE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","B=0",0,0,0,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,FALSE,1,1,1,FALSE,TRUE,FALSE
"3_d7","3","d7","B=1",9,0.12,0,0.125,0.505882352941176,0.103806228373702,0.382352941176471,0.176470588235294,0.588235294117647,0.505882352941176,0.103806228373702,0.382352941176471,0.176470588235294,0.588235294117647,TRUE,1,1,1,TRUE,TRUE,TRUE
"3_d7","3","d7","Bu=0",4,0.0533333333333333,-0.027,0.125,-Inf,-Inf,-Inf,-Inf,-Inf,0.0882352941176471,0,0.0882352941176471,0,0.176470588235294,FALSE,1,1,1,TRUE,FALSE,FALSE
"3_d7","3","d7","Bu=1",19,0.253333333333333,0.05,0.125,0.588235294117647,0.176470588235294,0.588235294117647,0.176470588235294,1,0.588235294117647,0.176470588235294,0.588235294117647,0.176470588235294,1,TRUE,1,1,1,TRUE,FALSE,FALSE
